track,generator,arm_a,arm_b,n,acc_a,acc_b,diff,ci_lo,ci_hi,b,c,p_raw,panel_complete,n_undecided_a,n_undecided_b,m_prereg,p_holm_prereg,m_pooled,p_holm_pooled,p_holm,holm_family,holm_m_applied,sig_05,sig_05_pooled
obliqa,llama3.1_8b,a3,a5,423,0.28132387706855794,0.5390070921985816,-0.2576832151300236,-0.31442080378250586,-0.20330969267139476,30,139,5.677139451993254e-18,True,43,39,36,1.3057420739584482e-16,91,4.1443117999550753e-16,1.3057420739584482e-16,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a2,a7,432,0.19444444444444445,0.4305555555555556,-0.23611111111111113,-0.28935185185185186,-0.18055555555555558,35,137,1.8373021340639184e-15,True,31,42,36,4.042064694940621e-14,91,1.2309924298228253e-13,4.042064694940621e-14,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a3,a4,424,0.27358490566037735,0.5070754716981132,-0.23349056603773582,-0.29009433962264153,-0.17688679245283018,36,135,1.1219334241242475e-14,True,43,35,36,2.3560601906609196e-13,91,7.292567256807609e-13,2.3560601906609196e-13,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a2,a8c,400,0.1875,0.4425,-0.255,-0.31500000000000006,-0.19250000000000003,40,142,1.3568404033169355e-14,True,31,76,36,2.713680806633871e-13,91,8.683778581228387e-13,2.713680806633871e-13,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a3,a8,408,0.27941176470588236,0.47549019607843135,-0.196078431372549,-0.2549019607843137,-0.13970588235294112,40,120,1.7524500188513523e-10,True,43,55,36,3.3296550358175694e-09,91,9.287985099912167e-09,3.3296550358175694e-09,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a2o,a3,442,0.1425339366515837,0.27601809954751133,-0.13348416289592763,-0.18099547511312214,-0.08597285067873303,30,89,5.6882868507839105e-08,True,20,43,36,1.023891633141104e-06,91,2.6734948198684377e-06,1.023891633141104e-06,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a3,a8c,389,0.2827763496143959,0.442159383033419,-0.1593830334190231,-0.21850899742930593,-0.10282776349614392,41,103,2.4480626022031943e-07,True,43,76,36,4.16170642374543e-06,91,1.1261087970134694e-05,4.16170642374543e-06,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a1,a3,437,0.16018306636155608,0.2768878718535469,-0.11670480549199083,-0.1647597254004577,-0.068649885583524,38,89,6.973664632067766e-06,True,25,43,36,0.00011157863411308426,91,0.00030684124381098174,0.00011157863411308426,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a5,a7,421,0.5534441805225653,0.43942992874109266,0.11401425178147262,0.06413301662707843,0.161520190023753,82,34,9.685884063140466e-06,True,39,42,36,0.000145288260947107,91,0.00041649301471504004,0.000145288260947107,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a3,a7,418,0.28708133971291866,0.41626794258373206,-0.1291866028708134,-0.1842105263157895,-0.0717703349282297,49,103,1.4119459050488046e-05,True,43,42,36,0.00019767242670683266,91,0.0005930172801204979,0.00019767242670683266,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a5,a8c,392,0.5637755102040817,0.45918367346938777,0.10459183673469391,0.0535714285714286,0.15561224489795922,76,35,0.0001246562449063268,True,39,76,36,0.0016205311837822485,91,0.004986249796253072,0.0016205311837822485,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a4,a7,428,0.5116822429906542,0.4322429906542056,0.07943925233644861,0.03271028037383178,0.12616822429906543,71,37,0.0013816410213383502,True,35,42,36,0.0165796922560602,91,0.04973907676818061,0.0165796922560602,prereg_within_track_and_generator,36,True,True
obliqa,llama3.1_8b,a2,a3,432,0.19212962962962962,0.27314814814814814,-0.08101851851851852,-0.13194444444444445,-0.030092592592592587,44,79,0.002045039581843465,True,31,43,36,0.022495435400278117,91,0.06761533490759797,0.022495435400278117,prereg_within_track_and_generator,36,True,False
obliqa,llama3.1_8b,a2,a2o,454,0.1960352422907489,0.13656387665198239,0.05947136563876651,0.019823788546255494,0.10132158590308371,60,33,0.006695018134217244,True,31,20,36,0.06695018134217244,91,0.2142405802949518,0.06695018134217244,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a4,a8c,399,0.518796992481203,0.45112781954887216,0.06766917293233088,0.015037593984962405,0.12030075187969924,71,44,0.014964671136824379,True,35,76,36,0.13468204023141941,91,0.4489401341047314,0.13468204023141941,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a5,a8,416,0.5408653846153846,0.47836538461538464,0.062499999999999944,0.007211538461538436,0.11778846153846156,83,57,0.03423566187319523,True,39,55,36,0.27388529498556186,91,0.9585985324494665,0.27388529498556186,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a4,a8,421,0.5225653206650831,0.47030878859857483,0.052256532066508266,-0.004750593824228044,0.10688836104513072,84,62,0.08186174437673047,True,35,55,36,0.5730322106371133,91,1.0,0.5730322106371133,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a1,a2o,457,0.16411378555798686,0.13129102844638948,0.03282275711159738,-0.004376367614879639,0.0700218818380744,45,30,0.10534226887460482,True,25,20,36,0.6320536132476289,91,1.0,0.6320536132476289,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a1,a2,446,0.1591928251121076,0.18834080717488788,-0.02914798206278027,-0.06950672645739908,0.01121076233183857,36,49,0.19276043534155876,True,25,31,36,0.9638021767077938,91,1.0,0.9638021767077938,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a4,a5,433,0.5242494226327945,0.5427251732101617,-0.018475750577367167,-0.06235565819861433,0.025404157043879994,45,53,0.4796924995674869,True,35,39,36,1.0,91,1.0,1.0,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a7,a8,408,0.4264705882352941,0.4534313725490196,-0.026960784313725505,-0.08088235294117646,0.026960784313725505,59,70,0.3786876626931184,True,42,55,36,1.0,91,1.0,1.0,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a7,a8c,390,0.4307692307692308,0.44871794871794873,-0.01794871794871794,-0.07435897435897437,0.03846153846153849,61,68,0.5974849993058741,True,42,76,36,1.0,91,1.0,1.0,prereg_within_track_and_generator,36,False,False
obliqa,llama3.1_8b,a8,a8c,379,0.48548812664907653,0.45382585751978893,0.0316622691292876,-0.029023746701846986,0.09234828496042219,75,63,0.34911516637678097,True,55,76,36,1.0,91,1.0,1.0,prereg_within_track_and_generator,36,False,False
obliqa,qwen3_8b,a1,a5,448,0.30580357142857145,0.5959821428571429,-0.29017857142857145,-0.34375,-0.2388392857142857,27,157,1.7133494711216745e-23,True,34,21,55,9.42342209116921e-22,91,1.4220800610309899e-21,9.42342209116921e-22,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a4,443,0.30248306997742663,0.5778781038374717,-0.2753950338600451,-0.32957110609480816,-0.22121896162528215,30,152,7.703865523887063e-21,True,34,26,55,4.1600873828990144e-19,91,6.00901510863191e-19,4.1600873828990144e-19,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a5,435,0.32873563218390806,0.5977011494252874,-0.26896551724137935,-0.32643678160919537,-0.21379310344827585,33,150,5.081829175777584e-19,True,46,21,55,2.6933694631621193e-17,91,3.862190173590964e-17,2.6933694631621193e-17,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a7,429,0.31002331002331,0.5734265734265734,-0.2634032634032634,-0.317016317016317,-0.20979020979020974,30,143,7.600993445594596e-19,True,34,43,55,3.95251659170919e-17,91,5.700745084195947e-17,3.95251659170919e-17,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a8c,416,0.31009615384615385,0.5745192307692307,-0.26442307692307687,-0.31971153846153844,-0.20913461538461536,29,139,1.9977151743436112e-18,True,34,53,55,1.0188347389152417e-16,91,1.4783092290142724e-16,1.0188347389152417e-16,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a7s2,421,0.3182897862232779,0.5700712589073634,-0.2517814726840855,-0.3040380047505939,-0.19714964370546323,28,134,8.710626981516842e-18,True,34,50,55,4.355313490758421e-16,91,6.271651426692126e-16,4.355313490758421e-16,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a4,433,0.3233256351039261,0.5796766743648961,-0.25635103926097,-0.3117782909930716,-0.20092378752886836,33,144,9.793690299783019e-18,True,46,26,55,4.798908246893679e-16,91,6.953520112845944e-16,4.798908246893679e-16,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a5,439,0.3439635535307517,0.592255125284738,-0.2482915717539863,-0.30296127562642367,-0.19584282460136754,32,141,1.5894089827339682e-17,True,40,21,55,7.629163117123047e-16,91,1.1125862879137777e-15,7.629163117123047e-16,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a4,435,0.32873563218390806,0.5747126436781609,-0.24597701149425283,-0.30114942528735633,-0.19080459770114944,33,140,6.866538161525777e-17,True,40,26,55,3.227272935917115e-15,91,4.737911331452786e-15,3.227272935917115e-15,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a7s1,433,0.30484988452655887,0.5473441108545035,-0.24249422632794465,-0.3002309468822171,-0.18475750577367206,36,141,6.911855467506739e-16,True,34,41,55,3.1794535150531e-14,91,4.700061717904582e-14,3.1794535150531e-14,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a7s2,410,0.33658536585365856,0.5682926829268292,-0.23170731707317066,-0.2878048780487804,-0.17560975609756102,30,125,5.490738390168504e-15,True,46,50,55,2.4708322755758266e-13,91,3.6238873375112125e-13,2.4708322755758266e-13,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a8c,411,0.35279805352798055,0.5766423357664233,-0.22384428223844277,-0.2798053527980536,-0.16788321167883213,33,125,8.368865103973451e-14,True,40,53,55,3.682300645748319e-12,91,5.2723850155032746e-12,3.682300645748319e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a7,419,0.324582338902148,0.5513126491646778,-0.22673031026252982,-0.28400954653937943,-0.17183770883054889,37,132,1.0220655234386168e-13,True,46,43,55,4.394881750786052e-12,91,6.336806245319424e-12,4.394881750786052e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a7,422,0.3459715639810427,0.5687203791469194,-0.22274881516587675,-0.27962085308056867,-0.1682464454976303,36,130,1.0982219198121026e-13,True,40,43,55,4.612532063210831e-12,91,6.699153710853826e-12,4.612532063210831e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a5,445,0.39325842696629215,0.6112359550561798,-0.21797752808988763,-0.2741573033707865,-0.16179775280898878,41,138,1.7761089796163855e-13,True,35,21,55,7.28204681642718e-12,91,1.0656653877698313e-11,7.28204681642718e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a8c,406,0.3374384236453202,0.5615763546798029,-0.22413793103448276,-0.2807881773399015,-0.167487684729064,34,125,1.977581069329744e-13,True,46,53,55,7.910324277318976e-12,91,1.1667728309045489e-11,7.910324277318976e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a7s2,414,0.34541062801932365,0.5652173913043478,-0.21980676328502413,-0.27536231884057977,-0.16183574879227058,34,125,1.977581069329744e-13,True,40,50,55,7.910324277318976e-12,91,1.1667728309045489e-11,7.910324277318976e-12,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a7s1,416,0.3317307692307692,0.5480769230769231,-0.2163461538461539,-0.2716346153846154,-0.1610576923076923,35,125,4.568587281761905e-13,True,46,41,55,1.7360631670695238e-11,91,2.6040947506042857e-11,1.7360631670695238e-11,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a7s1,421,0.33729216152019004,0.5391923990498813,-0.20190023752969122,-0.25653206650831356,-0.14726840855106887,36,121,6.0140077078373404e-12,True,40,41,55,2.225182851899816e-10,91,3.3678443163889107e-10,2.225182851899816e-10,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a4,442,0.38235294117647056,0.583710407239819,-0.20135746606334848,-0.25791855203619907,-0.1470588235294117,43,132,1.0203870722215597e-11,True,35,26,55,3.673393459997615e-10,91,5.612128897218579e-10,3.673393459997615e-10,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a1,a8,430,0.3116279069767442,0.49767441860465117,-0.18604651162790697,-0.2395348837209303,-0.13023255813953488,39,119,1.311956781723882e-10,True,34,42,55,4.591848736033588e-09,91,7.084566621308964e-09,4.591848736033588e-09,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a7,430,0.3883720930232558,0.5813953488372093,-0.19302325581395352,-0.2511627906976744,-0.13488372093023254,48,131,4.315306463274215e-10,True,35,43,55,1.4672041975132331e-08,91,2.2439593609025917e-08,1.4672041975132331e-08,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a8c,420,0.39285714285714285,0.5833333333333334,-0.19047619047619052,-0.25,-0.130952380952381,48,128,1.3619907597237093e-09,True,35,53,55,4.4945695070882407e-08,91,6.946152874590918e-08,4.4945695070882407e-08,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a7s2,418,0.4043062200956938,0.5813397129186603,-0.1770334928229665,-0.23205741626794263,-0.1220095693779904,39,113,1.521042569647312e-09,True,35,50,55,4.867336222871398e-08,91,7.60521284823656e-08,4.867336222871398e-08,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a7s1,427,0.38173302107728335,0.5526932084309133,-0.17096018735362994,-0.2271662763466042,-0.11475409836065575,42,115,4.850650835382738e-09,True,35,41,55,1.5037017589686486e-07,91,2.3768189093375416e-07,1.5037017589686486e-07,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2,a8,420,0.32857142857142857,0.4928571428571429,-0.1642857142857143,-0.22142857142857142,-0.10952380952380952,44,113,3.485737054862625e-08,True,46,42,55,1.0457211164587875e-06,91,1.6731537863340598e-06,1.0457211164587875e-06,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a2o,a8,424,0.3443396226415094,0.4811320754716981,-0.1367924528301887,-0.19103773584905664,-0.080188679245283,49,107,3.94059621208798e-06,True,40,42,55,0.00011427729015055142,91,0.00017732682954395908,0.00011427729015055142,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a5,a8,441,0.6031746031746031,0.5011337868480725,0.10204081632653061,0.05442176870748294,0.15192743764172334,86,41,8.062198145397705e-05,True,21,42,55,0.0022574154807113575,91,0.003305501239613059,0.0022574154807113575,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a7s2,a8,417,0.5875299760191847,0.5035971223021583,0.08393285371702641,0.0383693045563549,0.13189448441246998,66,31,0.000490157948963301,True,50,42,55,0.013234264622009127,91,0.019116160009568738,0.013234264622009127,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a4,a8,437,0.5881006864988558,0.5011441647597255,0.08695652173913038,0.0389016018306636,0.13501144164759726,78,40,0.0005978811310943105,True,26,42,55,0.015544909408452073,91,0.0227194829815838,0.015544909408452073,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a7,a8,422,0.5781990521327014,0.4976303317535545,0.08056872037914692,0.033175355450236976,0.12796208530805692,70,36,0.0012402397143976502,True,43,42,55,0.031005992859941253,91,0.04588886943271306,0.031005992859941253,prereg_within_track_and_generator,55,True,True
obliqa,qwen3_8b,a3,a8,426,0.3967136150234742,0.4953051643192488,-0.09859154929577463,-0.1572769953051643,-0.03755868544600943,64,106,0.0015855639033693493,True,35,42,55,0.03805353368086438,91,0.055494736617927226,0.03805353368086438,prereg_within_track_and_generator,55,True,False
obliqa,qwen3_8b,a1,a3,434,0.3064516129032258,0.391705069124424,-0.08525345622119818,-0.13594470046082952,-0.03225806451612906,50,87,0.001988686320811705,True,34,35,55,0.04573978537866921,91,0.06761533490759797,0.04573978537866921,prereg_within_track_and_generator,55,True,False
obliqa,qwen3_8b,a8,a8c,412,0.5097087378640777,0.5776699029126213,-0.06796116504854366,-0.11893203883495151,-0.016990291262135915,46,74,0.013376326728236677,True,42,53,55,0.2942791880212069,91,0.41466612857533697,0.2942791880212069,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a2,a3,424,0.3278301886792453,0.3867924528301887,-0.05896226415094341,-0.11084905660377359,-0.007075471698113234,50,75,0.03140933356669998,True,46,35,55,0.6595960049006997,91,0.9108706734342995,0.6595960049006997,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a1,a2,426,0.3004694835680751,0.3286384976525822,-0.02816901408450706,-0.058685446009389686,0.0023474178403755652,16,28,0.09614175442061423,True,34,46,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a1,a2o,434,0.315668202764977,0.33640552995391704,-0.020737327188940058,-0.05529953917050695,0.013824884792626724,26,35,0.30567741986311836,True,34,40,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a2,a2o,420,0.319047619047619,0.3380952380952381,-0.01904761904761909,-0.05476190476190479,0.016666666666666663,24,32,0.34968195298368476,True,46,40,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a2o,a3,428,0.3364485981308411,0.36682242990654207,-0.030373831775700966,-0.07943925233644861,0.01869158878504673,52,65,0.26718230499039586,True,40,35,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a4,a5,457,0.5864332603938731,0.5995623632385121,-0.013129102844638973,-0.05689277899343548,0.02844638949671774,46,52,0.6137344676301395,True,26,21,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a4,a7,438,0.58675799086758,0.5753424657534246,0.011415525114155334,-0.03196347031963476,0.0547945205479452,51,46,0.6848587772144034,True,26,43,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a4,a7s1,435,0.5839080459770115,0.5517241379310345,0.03218390804597704,-0.013793103448275779,0.07586206896551728,55,41,0.18428587288036513,True,26,41,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a4,a7s2,429,0.5874125874125874,0.5734265734265734,0.013986013986013957,-0.027972027972028024,0.05594405594405594,46,40,0.5900356111485566,True,26,50,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a4,a8c,428,0.5957943925233645,0.5887850467289719,0.007009345794392607,-0.0420560747663552,0.05841121495327095,62,59,0.8558215992110791,True,26,53,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a5,a7,440,0.6113636363636363,0.575,0.036363636363636376,-0.006818181818181834,0.08181818181818179,60,44,0.1409562882123085,True,21,43,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a5,a7s1,441,0.6031746031746031,0.562358276643991,0.04081632653061218,-0.006802721088435382,0.08843537414965985,67,49,0.11408316540850252,True,21,41,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a5,a7s2,436,0.6123853211009175,0.5779816513761468,0.034403669724770714,-0.00917431192660545,0.07798165137614677,54,39,0.14617702864715262,True,21,50,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a5,a8c,432,0.6111111111111112,0.5763888888888888,0.03472222222222232,-0.009317129629629616,0.07870370370370372,55,40,0.1505180638902294,True,21,53,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7,a7s1,426,0.5727699530516432,0.5633802816901409,0.009389671361502372,-0.030516431924882625,0.04929577464788726,38,34,0.7239481457469141,True,43,41,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7,a7s2,418,0.5861244019138756,0.5885167464114832,-0.0023923444976076125,-0.0430622009569378,0.038277511961722466,37,38,1.0,True,43,50,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7,a8c,421,0.5890736342042755,0.5819477434679335,0.0071258907363419555,-0.040380047505938266,0.0546318289786224,54,51,0.8453703188825517,True,43,53,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7s1,a7s2,416,0.5673076923076923,0.5721153846153846,-0.004807692307692291,-0.04086538461538458,0.03125,27,29,0.8938530948350216,True,41,50,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7s1,a8,417,0.5515587529976019,0.5083932853717026,0.043165467625899345,-0.004796163069544446,0.09352517985611503,63,45,0.10143273504110477,True,41,42,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7s1,a8c,414,0.5700483091787439,0.5845410628019324,-0.01449275362318847,-0.06763285024154586,0.03864734299516914,61,67,0.6587012845406401,True,41,53,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
obliqa,qwen3_8b,a7s2,a8c,408,0.5955882352941176,0.5833333333333334,0.01225490196078427,-0.039215686274509776,0.06617647058823528,62,57,0.7140263124847865,True,50,53,55,1.0,91,1.0,1.0,prereg_within_track_and_generator,55,False,False
