embedder,labelling,k,granted_fraction,n_labels_granted,mechanism,bucket,metric,mean,lo,hi,draws
bge-m3,addressee,5,0.9,6,post,answerable,recall,0.6537383451465376,0.6399577167019027,0.6802325581395349,40
bge-m3,addressee,5,0.9,6,post,unanswerable,any_hit,0.07977531146917805,0.0,0.16666666666666666,40
bge-m3,addressee,5,0.9,6,post,unanswerable,authorized,1.0,1.0,1.0,40
bge-m3,addressee,5,0.9,6,post,unanswerable,context_size,2.3218364495579342,1.0914634146341464,3.125,40
bge-m3,addressee,5,0.9,6,post,unanswerable,leaked,0.0,0.0,0.0,40
bge-m3,addressee,5,0.9,6,post,unanswerable,recall,0.03503862963780467,0.0,0.06597222222222222,40
bge-m3,addressee,5,0.9,6,pre,all,authorized,1.0,1.0,1.0,40
bge-m3,addressee,5,0.9,6,pre,all,context_size,5.0,5.0,5.0,40
bge-m3,addressee,5,0.9,6,pre,all,leaked,0.0,0.0,0.0,40
bge-m3,addressee,5,0.9,6,pre,all,recall,0.5759266666666667,0.2578333333333333,0.6457333333333334,40
bge-m3,addressee,5,0.9,6,pre,answerable,any_hit,0.7174631269785738,0.6997885835095138,0.7616279069767442,40
bge-m3,addressee,5,0.9,6,pre,answerable,authorized,1.0,1.0,1.0,40
bge-m3,addressee,5,0.9,6,pre,answerable,context_size,5.0,5.0,5.0,40
bge-m3,addressee,5,0.9,6,pre,answerable,leaked,0.0,0.0,0.0,40
bge-m3,addressee,5,0.9,6,pre,answerable,recall,0.6611750065742756,0.6399577167019027,0.7209302325581395,40
bge-m3,addressee,5,0.9,6,pre,unanswerable,any_hit,0.0806899456155195,0.0,0.16666666666666666,40
bge-m3,addressee,5,0.9,6,pre,unanswerable,authorized,1.0,1.0,1.0,40
bge-m3,addressee,5,0.9,6,pre,unanswerable,context_size,5.0,5.0,5.0,40
bge-m3,addressee,5,0.9,6,pre,unanswerable,leaked,0.0,0.0,0.0,40
bge-m3,addressee,5,0.9,6,pre,unanswerable,recall,0.0353689141906502,0.0,0.06597222222222222,40
nemotron-1b,compartment,5,0.1,4,_policy,all,answerable_rate,0.0786,0.013800000000000002,0.17484999999999995,40
nemotron-1b,compartment,5,0.1,4,_policy,all,authorized_passages,0.08887373193974793,0.013808407623731941,0.21041730710113735,40
nemotron-1b,compartment,5,0.1,4,_q,answerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,none,all,authorized,0.0398,0.00395,0.10879999999999995,40
nemotron-1b,compartment,5,0.1,4,none,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,none,all,leaked,4.5748,4.0251,4.9144499999999995,40
nemotron-1b,compartment,5,0.1,4,none,all,recall,0.7584,0.7584,0.7584,40
nemotron-1b,compartment,5,0.1,4,none,answerable,any_hit,0.8791088223159453,0.6642857142857143,1.0,40
nemotron-1b,compartment,5,0.1,4,none,answerable,authorized,0.4435906567440659,0.11470588235294119,0.7006249999999999,40
nemotron-1b,compartment,5,0.1,4,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,none,answerable,leaked,1.3459384693341985,0.7972952586206897,2.1726190476190457,40
nemotron-1b,compartment,5,0.1,4,none,answerable,recall,0.8255088958525201,0.6642857142857143,0.9713235294117647,40
nemotron-1b,compartment,5,0.1,4,none,unanswerable,any_hit,0.8293676231592684,0.8199494382022472,0.8411194316436251,40
nemotron-1b,compartment,5,0.1,4,none,unanswerable,authorized,0.0031590760729762134,0.0,0.009174155562441869,40
nemotron-1b,compartment,5,0.1,4,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,none,unanswerable,leaked,4.857857222354104,4.694777517564403,4.968759645061728,40
nemotron-1b,compartment,5,0.1,4,none,unanswerable,recall,0.7537799815016013,0.7428081861958268,0.7638041705741376,40
nemotron-1b,compartment,5,0.1,4,part,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,part,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,part,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,part,all,recall,0.0680075,0.008983333333333333,0.13707499999999995,40
nemotron-1b,compartment,5,0.1,4,part,answerable,any_hit,0.9116204371344037,0.7612946428571428,1.0,40
nemotron-1b,compartment,5,0.1,4,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,part,answerable,recall,0.8607347856196924,0.6813058035714286,1.0,40
nemotron-1b,compartment,5,0.1,4,part,unanswerable,any_hit,0.005105459753548137,0.0,0.014301705756929637,40
nemotron-1b,compartment,5,0.1,4,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,part,unanswerable,recall,0.002082547054133107,0.0,0.006354832977967306,40
nemotron-1b,compartment,5,0.1,4,post,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,post,all,context_size,0.42519999999999997,0.08555,0.9748999999999999,40
nemotron-1b,compartment,5,0.1,4,post,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,post,all,recall,0.0655575,0.007941666666666666,0.13507499999999995,40
nemotron-1b,compartment,5,0.1,4,post,answerable,any_hit,0.8791088223159453,0.6642857142857143,1.0,40
nemotron-1b,compartment,5,0.1,4,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,post,answerable,context_size,3.654061530665802,2.8273809523809526,4.202704741379311,40
nemotron-1b,compartment,5,0.1,4,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,post,answerable,recall,0.8255088958525201,0.6642857142857143,0.9713235294117647,40
nemotron-1b,compartment,5,0.1,4,post,unanswerable,any_hit,0.004681512836547533,0.0,0.012830490405117268,40
nemotron-1b,compartment,5,0.1,4,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,post,unanswerable,context_size,0.1421427776458964,0.031240354938271604,0.3052224824355972,40
nemotron-1b,compartment,5,0.1,4,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,post,unanswerable,recall,0.0018875306189800208,0.0,0.005529199241885808,40
nemotron-1b,compartment,5,0.1,4,pre,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,pre,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,pre,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,pre,all,recall,0.0680075,0.008983333333333333,0.13707499999999995,40
nemotron-1b,compartment,5,0.1,4,pre,answerable,any_hit,0.9116204371344037,0.7612946428571428,1.0,40
nemotron-1b,compartment,5,0.1,4,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,pre,answerable,recall,0.8607347856196924,0.6813058035714286,1.0,40
nemotron-1b,compartment,5,0.1,4,pre,unanswerable,any_hit,0.005105459753548137,0.0,0.014301705756929637,40
nemotron-1b,compartment,5,0.1,4,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.1,4,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.1,4,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.1,4,pre,unanswerable,recall,0.002082547054133107,0.0,0.006354832977967306,40
nemotron-1b,compartment,5,0.25,10,_policy,all,answerable_rate,0.21885000000000004,0.1032,0.37444999999999995,40
nemotron-1b,compartment,5,0.25,10,_policy,all,authorized_passages,0.23293690439594217,0.11446357208730402,0.44249538887181056,40
nemotron-1b,compartment,5,0.25,10,_q,answerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,none,all,authorized,0.12735,0.04355,0.25844999999999996,40
nemotron-1b,compartment,5,0.25,10,none,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,none,all,leaked,3.8064999999999998,3.0278,4.38385,40
nemotron-1b,compartment,5,0.25,10,none,all,recall,0.7584,0.7584,0.7584,40
nemotron-1b,compartment,5,0.25,10,none,answerable,any_hit,0.8457928092387554,0.7726196172248804,0.9280290570175438,40
nemotron-1b,compartment,5,0.25,10,none,answerable,authorized,0.5061702208142371,0.3474206349206349,0.6727811833688699,40
nemotron-1b,compartment,5,0.25,10,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,none,answerable,leaked,1.0505725615172072,0.694926948051948,1.528472222222222,40
nemotron-1b,compartment,5,0.25,10,none,answerable,recall,0.7888071810357257,0.7079495614035088,0.865368009868421,40
nemotron-1b,compartment,5,0.25,10,none,unanswerable,any_hit,0.8300338730255621,0.8127228332439156,0.8487116798446386,40
nemotron-1b,compartment,5,0.25,10,none,unanswerable,authorized,0.015395433180030966,0.002287810623868159,0.033230142793395805,40
nemotron-1b,compartment,5,0.25,10,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,none,unanswerable,leaked,4.582558156835859,4.2801748294346975,4.789827135558988,40
nemotron-1b,compartment,5,0.25,10,none,unanswerable,recall,0.7511712871739388,0.7333650090970635,0.7740154320987654,40
nemotron-1b,compartment,5,0.25,10,part,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,part,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,part,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,part,all,recall,0.18088416666666668,0.07733333333333332,0.31079416666666665,40
nemotron-1b,compartment,5,0.25,10,part,answerable,any_hit,0.8623319088083651,0.7884469696969697,0.9386239035087719,40
nemotron-1b,compartment,5,0.25,10,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,part,answerable,recall,0.8087886972286402,0.7192645074224021,0.8845884658454646,40
nemotron-1b,compartment,5,0.25,10,part,unanswerable,any_hit,0.0154075157138991,0.006420429426894944,0.025691732733798753,40
nemotron-1b,compartment,5,0.25,10,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,part,unanswerable,recall,0.00647284930568712,0.002480646149827184,0.011029485984936716,40
nemotron-1b,compartment,5,0.25,10,post,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,post,all,context_size,1.1934999999999998,0.61615,1.9721999999999997,40
nemotron-1b,compartment,5,0.25,10,post,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,post,all,recall,0.1764925,0.07633333333333332,0.3015808333333333,40
nemotron-1b,compartment,5,0.25,10,post,answerable,any_hit,0.8457928092387554,0.7726196172248804,0.9280290570175438,40
nemotron-1b,compartment,5,0.25,10,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,post,answerable,context_size,3.949427438482793,3.4715277777777778,4.305073051948052,40
nemotron-1b,compartment,5,0.25,10,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,post,answerable,recall,0.7888071810357257,0.7079495614035088,0.865368009868421,40
nemotron-1b,compartment,5,0.25,10,post,unanswerable,any_hit,0.01535108230532122,0.006420429426894944,0.025691732733798753,40
nemotron-1b,compartment,5,0.25,10,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,post,unanswerable,context_size,0.41744184316414107,0.2101728644410122,0.719825170565302,40
nemotron-1b,compartment,5,0.25,10,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,post,unanswerable,recall,0.006444632601398182,0.002480646149827184,0.011029485984936716,40
nemotron-1b,compartment,5,0.25,10,pre,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,pre,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,pre,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,pre,all,recall,0.18088416666666668,0.07733333333333332,0.31079416666666665,40
nemotron-1b,compartment,5,0.25,10,pre,answerable,any_hit,0.8623319088083651,0.7884469696969697,0.9386239035087719,40
nemotron-1b,compartment,5,0.25,10,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,pre,answerable,recall,0.8087886972286402,0.7192645074224021,0.8845884658454646,40
nemotron-1b,compartment,5,0.25,10,pre,unanswerable,any_hit,0.0154075157138991,0.006420429426894944,0.025691732733798753,40
nemotron-1b,compartment,5,0.25,10,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.25,10,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.25,10,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.25,10,pre,unanswerable,recall,0.00647284930568712,0.002480646149827184,0.011029485984936716,40
nemotron-1b,compartment,5,0.5,20,_policy,all,answerable_rate,0.45010000000000006,0.26180000000000003,0.64735,40
nemotron-1b,compartment,5,0.5,20,_policy,all,authorized_passages,0.490068782662158,0.28685828466031355,0.6675299723332309,40
nemotron-1b,compartment,5,0.5,20,_q,answerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,none,all,authorized,0.31235,0.1543,0.4939499999999999,40
nemotron-1b,compartment,5,0.5,20,none,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,none,all,leaked,2.6201,1.6663,3.6620499999999994,40
nemotron-1b,compartment,5,0.5,20,none,all,recall,0.7584,0.7584,0.7584,40
nemotron-1b,compartment,5,0.5,20,none,answerable,any_hit,0.8431316973762722,0.8142614393964032,0.8950514705882353,40
nemotron-1b,compartment,5,0.5,20,none,answerable,authorized,0.6391432221382225,0.49079058441558443,0.7743433570335188,40
nemotron-1b,compartment,5,0.5,20,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,none,answerable,leaked,0.7066369413263018,0.3641854193788358,1.0850593372145096,40
nemotron-1b,compartment,5,0.5,20,none,answerable,recall,0.7843697440583017,0.7502822467577989,0.8391200980392156,40
nemotron-1b,compartment,5,0.5,20,none,unanswerable,any_hit,0.8274167972573434,0.7899129213483146,0.8668579234972678,40
nemotron-1b,compartment,5,0.5,20,none,unanswerable,authorized,0.0366429872311531,0.008130408400168848,0.09236175115207372,40
nemotron-1b,compartment,5,0.5,20,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,none,unanswerable,leaked,4.1748051706961515,3.679705069124424,4.590255819060166,40
nemotron-1b,compartment,5,0.5,20,none,unanswerable,recall,0.7398035823414597,0.7045299157303371,0.7653058370591157,40
nemotron-1b,compartment,5,0.5,20,part,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,part,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,part,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,part,all,recall,0.3642491666666666,0.2129625,0.5204125000000001,40
nemotron-1b,compartment,5,0.5,20,part,answerable,any_hit,0.8539751265637772,0.825610161049311,0.9004779411764706,40
nemotron-1b,compartment,5,0.5,20,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,part,answerable,recall,0.7971396766543013,0.7689712515422905,0.8445465686274509,40
nemotron-1b,compartment,5,0.5,20,part,unanswerable,any_hit,0.031288670582105924,0.008351436659803804,0.06214824426242803,40
nemotron-1b,compartment,5,0.5,20,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,part,unanswerable,recall,0.013031808898104036,0.00333264893928384,0.02655769334739004,40
nemotron-1b,compartment,5,0.5,20,post,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,post,all,context_size,2.3799,1.3379500000000002,3.3336999999999994,40
nemotron-1b,compartment,5,0.5,20,post,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,post,all,recall,0.3583741666666666,0.2093875,0.5078708333333332,40
nemotron-1b,compartment,5,0.5,20,post,answerable,any_hit,0.8431316973762722,0.8142614393964032,0.8950514705882353,40
nemotron-1b,compartment,5,0.5,20,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,post,answerable,context_size,4.293363058673698,3.9149406627854906,4.635814580621164,40
nemotron-1b,compartment,5,0.5,20,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,post,answerable,recall,0.7843697440583017,0.7502822467577989,0.8391200980392156,40
nemotron-1b,compartment,5,0.5,20,post,unanswerable,any_hit,0.031288670582105924,0.008351436659803804,0.06214824426242803,40
nemotron-1b,compartment,5,0.5,20,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,post,unanswerable,context_size,0.8251948293038478,0.4097441809398331,1.320294930875576,40
nemotron-1b,compartment,5,0.5,20,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,post,unanswerable,recall,0.013031808898104036,0.00333264893928384,0.02655769334739004,40
nemotron-1b,compartment,5,0.5,20,pre,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,pre,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,pre,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,pre,all,recall,0.3642491666666666,0.2129625,0.5204125000000001,40
nemotron-1b,compartment,5,0.5,20,pre,answerable,any_hit,0.8539751265637772,0.825610161049311,0.9004779411764706,40
nemotron-1b,compartment,5,0.5,20,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,pre,answerable,recall,0.7971396766543013,0.7689712515422905,0.8445465686274509,40
nemotron-1b,compartment,5,0.5,20,pre,unanswerable,any_hit,0.031288670582105924,0.008351436659803804,0.06214824426242803,40
nemotron-1b,compartment,5,0.5,20,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.5,20,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.5,20,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.5,20,pre,unanswerable,recall,0.013031808898104036,0.00333264893928384,0.02655769334739004,40
nemotron-1b,compartment,5,0.75,30,_policy,all,answerable_rate,0.7398,0.5813499999999999,0.89205,40
nemotron-1b,compartment,5,0.75,30,_policy,all,authorized_passages,0.7507051183522903,0.566909391331079,0.9069839379034736,40
nemotron-1b,compartment,5,0.75,30,_q,answerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,none,all,authorized,0.6087,0.433,0.8108,40
nemotron-1b,compartment,5,0.75,30,none,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,none,all,leaked,1.2465499999999998,0.49915,1.9473999999999998,40
nemotron-1b,compartment,5,0.75,30,none,all,recall,0.7584,0.7584,0.7584,40
nemotron-1b,compartment,5,0.75,30,none,answerable,any_hit,0.8324465467734236,0.8100107125388373,0.8525976534208874,40
nemotron-1b,compartment,5,0.75,30,none,answerable,authorized,0.7964946854858206,0.6878078074453189,0.9001079694224576,40
nemotron-1b,compartment,5,0.75,30,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,none,answerable,leaked,0.35503346105102934,0.15095667679898878,0.5565508666891988,40
nemotron-1b,compartment,5,0.75,30,none,answerable,recall,0.7653082693360473,0.7411327724591432,0.7924371967086877,40
nemotron-1b,compartment,5,0.75,30,none,unanswerable,any_hit,0.8374822662161158,0.7623100490196077,0.9074195906432749,40
nemotron-1b,compartment,5,0.75,30,none,unanswerable,authorized,0.06730177163891542,0.025595238095238095,0.13266253869969039,40
nemotron-1b,compartment,5,0.75,30,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,none,unanswerable,leaked,3.752921799499744,3.1730456656346746,4.246971585244267,40
nemotron-1b,compartment,5,0.75,30,none,unanswerable,recall,0.7418794269888845,0.6686761642156861,0.8280116959064329,40
nemotron-1b,compartment,5,0.75,30,part,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,part,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,part,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,part,all,recall,0.5760574999999999,0.4697933333333333,0.6826833333333333,40
nemotron-1b,compartment,5,0.75,30,part,answerable,any_hit,0.8378039272362525,0.8172173870998937,0.8568408316751542,40
nemotron-1b,compartment,5,0.75,30,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,part,answerable,recall,0.7717083956132001,0.7457312961351257,0.7997540270115973,40
nemotron-1b,compartment,5,0.75,30,part,unanswerable,any_hit,0.05637708264544139,0.02279840848806366,0.11129385964912279,40
nemotron-1b,compartment,5,0.75,30,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,part,unanswerable,recall,0.02383688831802127,0.00946711134211134,0.04874025341130604,40
nemotron-1b,compartment,5,0.75,30,post,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,post,all,context_size,3.75345,3.0526,4.50085,40
nemotron-1b,compartment,5,0.75,30,post,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,post,all,recall,0.5713908333333333,0.46512666666666663,0.6782916666666667,40
nemotron-1b,compartment,5,0.75,30,post,answerable,any_hit,0.8324465467734236,0.8100107125388373,0.8525976534208874,40
nemotron-1b,compartment,5,0.75,30,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,post,answerable,context_size,4.644966538948971,4.443449133310801,4.849043323201012,40
nemotron-1b,compartment,5,0.75,30,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,post,answerable,recall,0.7653082693360473,0.7411327724591432,0.7924371967086877,40
nemotron-1b,compartment,5,0.75,30,post,unanswerable,any_hit,0.05637708264544139,0.02279840848806366,0.11129385964912279,40
nemotron-1b,compartment,5,0.75,30,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,post,unanswerable,context_size,1.2470782005002565,0.7530284147557328,1.826954334365325,40
nemotron-1b,compartment,5,0.75,30,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,post,unanswerable,recall,0.02383688831802127,0.00946711134211134,0.04874025341130604,40
nemotron-1b,compartment,5,0.75,30,pre,all,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,pre,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,pre,all,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,pre,all,recall,0.5760574999999999,0.4697933333333333,0.6826833333333333,40
nemotron-1b,compartment,5,0.75,30,pre,answerable,any_hit,0.8378039272362525,0.8172173870998937,0.8568408316751542,40
nemotron-1b,compartment,5,0.75,30,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,pre,answerable,recall,0.7717083956132001,0.7457312961351257,0.7997540270115973,40
nemotron-1b,compartment,5,0.75,30,pre,unanswerable,any_hit,0.05637708264544139,0.02279840848806366,0.11129385964912279,40
nemotron-1b,compartment,5,0.75,30,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.75,30,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.75,30,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-1b,compartment,5,0.75,30,pre,unanswerable,recall,0.02383688831802127,0.00946711134211134,0.04874025341130604,40
nemotron-1b,compartment,5,0.9,36,_policy,all,answerable_rate,0.8848499999999999,0.7977500000000001,0.9724499999999999,40
nemotron-1b,compartment,5,0.9,36,_policy,all,authorized_passages,0.8972410083000307,0.753975176759914,0.9809675683984014,40
nemotron-1b,compartment,5,0.9,36,_q,answerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.9,36,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-1b,compartment,5,0.9,36,none,all,authorized,0.8170999999999999,0.694,0.95005,40
nemotron-1b,compartment,5,0.9,36,none,all,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.9,36,none,all,leaked,0.5449499999999999,0.12885000000000002,1.0162,40
nemotron-1b,compartment,5,0.9,36,none,all,recall,0.7584,0.7584,0.7584,40
nemotron-1b,compartment,5,0.9,36,none,answerable,any_hit,0.8329897890390641,0.8214203800786369,0.8466965883335321,40
nemotron-1b,compartment,5,0.9,36,none,answerable,authorized,0.9104685710735186,0.8413474741634747,0.9814182194616977,40
nemotron-1b,compartment,5,0.9,36,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-1b,compartment,5,0.9,36,none,answerable,leaked,0.14743125604679613,0.04069281496817729,0.25917935308568446,40
nemotron-1b,compartment,5,0.9,36,none,answerable,recall,0.7630950519426586,0.7448213247341399,0.7789561413972721,40
