embedder,labelling,k,granted_fraction,n_labels_granted,mechanism,bucket,metric,mean,lo,hi,draws
nemotron-8b,addressee,5,0.25,2,none,answerable,authorized,0.5397546667775783,0.3939393939393939,0.6539611697564248,40
nemotron-8b,addressee,5,0.25,2,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,none,answerable,leaked,1.0800609782034236,0.6263984109813869,1.7214285714285709,40
nemotron-8b,addressee,5,0.25,2,none,answerable,recall,0.7967982305641377,0.7553571428571428,0.88,40
nemotron-8b,addressee,5,0.25,2,none,unanswerable,any_hit,0.825075901943207,0.8092485549132948,0.835509138381201,40
nemotron-8b,addressee,5,0.25,2,none,unanswerable,authorized,0.02984911019150696,0.0020354906054279747,0.0659374999999998,40
nemotron-8b,addressee,5,0.25,2,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,none,unanswerable,leaked,4.366466421401587,3.744606181455633,4.964554852156802,40
nemotron-8b,addressee,5,0.25,2,none,unanswerable,recall,0.741747275761575,0.7092485549132947,0.7569643594661415,40
nemotron-8b,addressee,5,0.25,2,part,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,part,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,part,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,part,all,recall,0.24277166666666666,0.034725,0.5317291666666666,40
nemotron-8b,addressee,5,0.25,2,part,answerable,any_hit,0.8568538271913468,0.8049107142857144,0.9318181818181818,40
nemotron-8b,addressee,5,0.25,2,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,part,answerable,recall,0.8305492242241321,0.763007530120482,0.9090909090909091,40
nemotron-8b,addressee,5,0.25,2,part,unanswerable,any_hit,0.030800299851548963,0.0021034445870774495,0.06853609625668447,40
nemotron-8b,addressee,5,0.25,2,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,part,unanswerable,recall,0.012275712208024816,0.0007017543859649122,0.02643312722816398,40
nemotron-8b,addressee,5,0.25,2,post,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,post,all,context_size,1.5349999999999997,0.24130000000000001,3.2833499999999987,40
nemotron-8b,addressee,5,0.25,2,post,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,post,all,recall,0.23553833333333332,0.03269999999999999,0.5228791666666667,40
nemotron-8b,addressee,5,0.25,2,post,answerable,any_hit,0.8264744921584473,0.7553571428571428,0.9090909090909091,40
nemotron-8b,addressee,5,0.25,2,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,post,answerable,context_size,3.9199390217965773,3.2785714285714285,4.373601589018612,40
nemotron-8b,addressee,5,0.25,2,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,post,answerable,recall,0.7967982305641377,0.7553571428571428,0.88,40
nemotron-8b,addressee,5,0.25,2,post,unanswerable,any_hit,0.029824496938909418,0.0020526315789473684,0.06853609625668447,40
nemotron-8b,addressee,5,0.25,2,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,post,unanswerable,context_size,0.6335335785984126,0.03544514784319818,1.2553938185443663,40
nemotron-8b,addressee,5,0.25,2,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,post,unanswerable,recall,0.01183255767973693,0.0006842105263157894,0.02643312722816398,40
nemotron-8b,addressee,5,0.25,2,pre,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,pre,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,pre,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,pre,all,recall,0.24277166666666666,0.034725,0.5317291666666666,40
nemotron-8b,addressee,5,0.25,2,pre,answerable,any_hit,0.8568538271913468,0.8049107142857144,0.9318181818181818,40
nemotron-8b,addressee,5,0.25,2,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,pre,answerable,recall,0.8305492242241321,0.763007530120482,0.9090909090909091,40
nemotron-8b,addressee,5,0.25,2,pre,unanswerable,any_hit,0.030800299851548963,0.0021034445870774495,0.06853609625668447,40
nemotron-8b,addressee,5,0.25,2,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.25,2,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.25,2,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.25,2,pre,unanswerable,recall,0.012275712208024816,0.0007017543859649122,0.02643312722816398,40
nemotron-8b,addressee,5,0.5,4,_policy,all,answerable_rate,0.5425000000000001,0.094,0.92605,40
nemotron-8b,addressee,5,0.5,4,_policy,all,authorized_passages,0.5594950814632647,0.12058100215185982,0.9223293882569935,40
nemotron-8b,addressee,5,0.5,4,_q,answerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,none,all,authorized,0.42250000000000004,0.054,0.914,40
nemotron-8b,addressee,5,0.5,4,none,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,none,all,leaked,2.18045,0.278,4.424,40
nemotron-8b,addressee,5,0.5,4,none,all,recall,0.7570666666666666,0.7570666666666666,0.7570666666666666,40
nemotron-8b,addressee,5,0.5,4,none,answerable,any_hit,0.8214860464920004,0.7872340425531915,0.8615384615384616,40
nemotron-8b,addressee,5,0.5,4,none,answerable,authorized,0.6616016317500155,0.4765625,0.9697624190064795,40
nemotron-8b,addressee,5,0.5,4,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,none,answerable,leaked,0.746964167871002,0.032397408207343416,1.574468085106383,40
nemotron-8b,addressee,5,0.5,4,none,answerable,recall,0.7759751787235519,0.7555686274509804,0.8384615384615385,40
nemotron-8b,addressee,5,0.5,4,none,unanswerable,any_hit,0.8234218007726936,0.7829391891891891,0.8533333333333334,40
nemotron-8b,addressee,5,0.5,4,none,unanswerable,authorized,0.09622599713875589,0.0044444444444444444,0.27660440613026815,40
nemotron-8b,addressee,5,0.5,4,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,none,unanswerable,leaked,3.8037242551014914,2.8448275862068964,4.762222222222222,40
nemotron-8b,addressee,5,0.5,4,none,unanswerable,recall,0.7317027152029151,0.6816131864623245,0.7655555555555555,40
nemotron-8b,addressee,5,0.5,4,part,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,part,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,part,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,part,all,recall,0.43074499999999993,0.079,0.7065666666666667,40
nemotron-8b,addressee,5,0.5,4,part,answerable,any_hit,0.838792255872361,0.8085106382978723,0.8615384615384616,40
nemotron-8b,addressee,5,0.5,4,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,part,answerable,recall,0.7946193087586312,0.7590980392156863,0.8461538461538461,40
nemotron-8b,addressee,5,0.5,4,part,unanswerable,any_hit,0.060613076376273244,0.008888888888888889,0.1206896551724138,40
nemotron-8b,addressee,5,0.5,4,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,part,unanswerable,recall,0.024901907077855834,0.0033333333333333335,0.050287356321839075,40
nemotron-8b,addressee,5,0.5,4,post,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,post,all,context_size,2.81955,0.576,4.722,40
nemotron-8b,addressee,5,0.5,4,post,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,post,all,recall,0.4241616666666667,0.07533333333333334,0.7065666666666667,40
nemotron-8b,addressee,5,0.5,4,post,answerable,any_hit,0.8214860464920004,0.7872340425531915,0.8615384615384616,40
nemotron-8b,addressee,5,0.5,4,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,post,answerable,context_size,4.253035832128998,3.425531914893617,4.967602591792657,40
nemotron-8b,addressee,5,0.5,4,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,post,answerable,recall,0.7759751787235519,0.7555686274509804,0.8384615384615385,40
nemotron-8b,addressee,5,0.5,4,post,unanswerable,any_hit,0.05914397064165815,0.006666666666666667,0.1206896551724138,40
nemotron-8b,addressee,5,0.5,4,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,post,unanswerable,context_size,1.1962757448985089,0.23777777777777778,2.1551724137931036,40
nemotron-8b,addressee,5,0.5,4,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,post,unanswerable,recall,0.02421448572205522,0.0022222222222222222,0.050287356321839075,40
nemotron-8b,addressee,5,0.5,4,pre,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,pre,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,pre,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,pre,all,recall,0.43074499999999993,0.079,0.7065666666666667,40
nemotron-8b,addressee,5,0.5,4,pre,answerable,any_hit,0.838792255872361,0.8085106382978723,0.8615384615384616,40
nemotron-8b,addressee,5,0.5,4,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,pre,answerable,recall,0.7946193087586312,0.7590980392156863,0.8461538461538461,40
nemotron-8b,addressee,5,0.5,4,pre,unanswerable,any_hit,0.060613076376273244,0.008888888888888889,0.1206896551724138,40
nemotron-8b,addressee,5,0.5,4,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.5,4,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.5,4,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.5,4,pre,unanswerable,recall,0.024901907077855834,0.0033333333333333335,0.050287356321839075,40
nemotron-8b,addressee,5,0.75,5,_policy,all,answerable_rate,0.6720499999999999,0.29215,0.9487999999999999,40
nemotron-8b,addressee,5,0.75,5,_policy,all,authorized_passages,0.6861896710728559,0.2836516292652936,0.9495907623731938,40
nemotron-8b,addressee,5,0.75,5,_q,answerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,none,all,authorized,0.5677,0.1737,0.9254,40
nemotron-8b,addressee,5,0.75,5,none,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,none,all,leaked,1.52575,0.24130000000000001,3.2833499999999987,40
nemotron-8b,addressee,5,0.75,5,none,all,recall,0.7570666666666666,0.7570666666666666,0.7570666666666666,40
nemotron-8b,addressee,5,0.75,5,none,answerable,any_hit,0.8228011069456299,0.7905405405405406,0.8368983957219251,40
nemotron-8b,addressee,5,0.75,5,none,answerable,authorized,0.7486053646851177,0.5202702702702703,0.9766803818301514,40
nemotron-8b,addressee,5,0.75,5,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,none,answerable,leaked,0.5182630308551204,0.02541639236339697,1.0666849067377233,40
nemotron-8b,addressee,5,0.75,5,none,answerable,recall,0.7706420841517023,0.753600593912398,0.7943373879641485,40
nemotron-8b,addressee,5,0.75,5,none,unanswerable,any_hit,0.814443713708053,0.74375,0.8627450980392157,40
nemotron-8b,addressee,5,0.75,5,none,unanswerable,authorized,0.13112889517283038,0.019786894140342418,0.3476562499999998,40
nemotron-8b,addressee,5,0.75,5,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,none,unanswerable,leaked,3.5669732554462135,2.4975,4.2409794228759745,40
nemotron-8b,addressee,5,0.75,5,none,unanswerable,recall,0.7201912632814498,0.6434765625000001,0.7878634212305613,40
nemotron-8b,addressee,5,0.75,5,part,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,part,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,part,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,part,all,recall,0.5274058333333332,0.24597916666666667,0.7272916666666667,40
nemotron-8b,addressee,5,0.75,5,part,answerable,any_hit,0.8359865873767216,0.8240534521158129,0.8484898325358852,40
nemotron-8b,addressee,5,0.75,5,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,part,answerable,recall,0.785382391114082,0.753600593912398,0.8272727272727273,40
nemotron-8b,addressee,5,0.75,5,part,unanswerable,any_hit,0.06938087947956853,0.03635817307692308,0.15390625,40
nemotron-8b,addressee,5,0.75,5,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,part,unanswerable,recall,0.028922713822949676,0.01606734768499474,0.06100260416666666,40
nemotron-8b,addressee,5,0.75,5,post,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,post,all,context_size,3.47425,1.71665,4.758699999999999,40
nemotron-8b,addressee,5,0.75,5,post,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,post,all,recall,0.5215891666666665,0.23418750000000002,0.7243666666666666,40
nemotron-8b,addressee,5,0.75,5,post,answerable,any_hit,0.8228011069456299,0.7905405405405406,0.8368983957219251,40
nemotron-8b,addressee,5,0.75,5,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,post,answerable,context_size,4.481736969144879,3.933315093262276,4.974583607636603,40
nemotron-8b,addressee,5,0.75,5,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,post,answerable,recall,0.7706420841517023,0.753600593912398,0.7943373879641485,40
nemotron-8b,addressee,5,0.75,5,post,unanswerable,any_hit,0.06832288444430078,0.03624162296037296,0.15390625,40
nemotron-8b,addressee,5,0.75,5,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,post,unanswerable,context_size,1.4330267445537863,0.7590205771240254,2.5025,40
nemotron-8b,addressee,5,0.75,5,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,post,unanswerable,recall,0.02840342881502831,0.016018785136432193,0.06100260416666666,40
nemotron-8b,addressee,5,0.75,5,pre,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,pre,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,pre,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,pre,all,recall,0.5274058333333332,0.24597916666666667,0.7272916666666667,40
nemotron-8b,addressee,5,0.75,5,pre,answerable,any_hit,0.8359865873767216,0.8240534521158129,0.8484898325358852,40
nemotron-8b,addressee,5,0.75,5,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,pre,answerable,recall,0.785382391114082,0.753600593912398,0.8272727272727273,40
nemotron-8b,addressee,5,0.75,5,pre,unanswerable,any_hit,0.06938087947956853,0.03635817307692308,0.15390625,40
nemotron-8b,addressee,5,0.75,5,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.75,5,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.75,5,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.75,5,pre,unanswerable,recall,0.028922713822949676,0.01606734768499474,0.06100260416666666,40
nemotron-8b,addressee,5,0.9,6,_policy,all,answerable_rate,0.8733999999999998,0.344,0.996,40
nemotron-8b,addressee,5,0.9,6,_policy,all,authorized_passages,0.8867276360282815,0.3441438671995081,0.9932370119889333,40
nemotron-8b,addressee,5,0.9,6,_q,answerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,_q,unanswerable,n,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,none,all,authorized,0.8155000000000001,0.22,0.99,40
nemotron-8b,addressee,5,0.9,6,none,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,none,all,leaked,0.5910500000000001,0.026,2.962,40
nemotron-8b,addressee,5,0.9,6,none,all,recall,0.7570666666666666,0.7570666666666666,0.7570666666666666,40
nemotron-8b,addressee,5,0.9,6,none,answerable,any_hit,0.8279913277845463,0.8081395348837209,0.8333333333333334,40
nemotron-8b,addressee,5,0.9,6,none,answerable,authorized,0.8913654358184399,0.5755813953488372,0.9959349593495935,40
nemotron-8b,addressee,5,0.9,6,none,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,none,answerable,leaked,0.21052237215929526,0.0040650406504065045,0.9534883720930233,40
nemotron-8b,addressee,5,0.9,6,none,answerable,recall,0.7637127415244986,0.7534178999295279,0.7790697674418605,40
nemotron-8b,addressee,5,0.9,6,none,unanswerable,any_hit,0.6867449324945738,0.5,0.8888888888888888,40
nemotron-8b,addressee,5,0.9,6,none,unanswerable,authorized,0.24097149413236213,0.0,0.625,40
nemotron-8b,addressee,5,0.9,6,none,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,none,unanswerable,leaked,3.264407748715496,1.75,5.0,40
nemotron-8b,addressee,5,0.9,6,none,unanswerable,recall,0.6122317461485324,0.4375,0.8209876543209875,40
nemotron-8b,addressee,5,0.9,6,part,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,part,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,part,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,part,all,recall,0.6716058333333332,0.29183333333333333,0.7550666666666666,40
nemotron-8b,addressee,5,0.9,6,part,answerable,any_hit,0.832945658903553,0.8245243128964059,0.84251968503937,40
nemotron-8b,addressee,5,0.9,6,part,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,part,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,part,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,part,answerable,recall,0.7689662881912883,0.7534178999295279,0.813953488372093,40
nemotron-8b,addressee,5,0.9,6,part,unanswerable,any_hit,0.07847164741443795,0.0,0.16666666666666666,40
nemotron-8b,addressee,5,0.9,6,part,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,part,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,part,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,part,unanswerable,recall,0.034853656492824354,0.0,0.06597222222222222,40
nemotron-8b,addressee,5,0.9,6,post,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,post,all,context_size,4.40895,2.038,4.974,40
nemotron-8b,addressee,5,0.9,6,post,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,post,all,recall,0.6688558333333333,0.2798333333333333,0.7550666666666666,40
nemotron-8b,addressee,5,0.9,6,post,answerable,any_hit,0.8279913277845463,0.8081395348837209,0.8333333333333334,40
nemotron-8b,addressee,5,0.9,6,post,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,post,answerable,context_size,4.7894776278407045,4.046511627906977,4.995934959349594,40
nemotron-8b,addressee,5,0.9,6,post,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,post,answerable,recall,0.7637127415244986,0.7534178999295279,0.7790697674418605,40
nemotron-8b,addressee,5,0.9,6,post,unanswerable,any_hit,0.07700105917914384,0.0,0.16666666666666666,40
nemotron-8b,addressee,5,0.9,6,post,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,post,unanswerable,context_size,1.7355922512845037,0.0,3.25,40
nemotron-8b,addressee,5,0.9,6,post,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,post,unanswerable,recall,0.03411836237517729,0.0,0.06597222222222222,40
nemotron-8b,addressee,5,0.9,6,pre,all,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,pre,all,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,pre,all,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,pre,all,recall,0.6716058333333332,0.29183333333333333,0.7550666666666666,40
nemotron-8b,addressee,5,0.9,6,pre,answerable,any_hit,0.832945658903553,0.8245243128964059,0.84251968503937,40
nemotron-8b,addressee,5,0.9,6,pre,answerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,pre,answerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,pre,answerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,pre,answerable,recall,0.7689662881912883,0.7534178999295279,0.813953488372093,40
nemotron-8b,addressee,5,0.9,6,pre,unanswerable,any_hit,0.07847164741443795,0.0,0.16666666666666666,40
nemotron-8b,addressee,5,0.9,6,pre,unanswerable,authorized,1.0,1.0,1.0,40
nemotron-8b,addressee,5,0.9,6,pre,unanswerable,context_size,5.0,5.0,5.0,40
nemotron-8b,addressee,5,0.9,6,pre,unanswerable,leaked,0.0,0.0,0.0,40
nemotron-8b,addressee,5,0.9,6,pre,unanswerable,recall,0.034853656492824354,0.0,0.06597222222222222,40
qwen3-emb-4b,compartment,5,0.1,4,_policy,all,answerable_rate,0.0786,0.013800000000000002,0.17484999999999995,40
qwen3-emb-4b,compartment,5,0.1,4,_policy,all,authorized_passages,0.08887373193974793,0.013808407623731941,0.21041730710113735,40
qwen3-emb-4b,compartment,5,0.1,4,_q,answerable,n,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,_q,unanswerable,n,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,none,all,authorized,0.042100000000000005,0.00395,0.11244999999999998,40
qwen3-emb-4b,compartment,5,0.1,4,none,all,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,none,all,leaked,4.56335,4.069599999999999,4.918200000000001,40
qwen3-emb-4b,compartment,5,0.1,4,none,all,recall,0.7193999999999999,0.7193999999999999,0.7193999999999999,40
qwen3-emb-4b,compartment,5,0.1,4,none,answerable,any_hit,0.8314980896729882,0.6642857142857143,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,none,answerable,authorized,0.4590629229352645,0.20892857142857144,0.7,40
qwen3-emb-4b,compartment,5,0.1,4,none,answerable,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,none,answerable,leaked,1.3815743090303312,0.8,2.3416666666666663,40
qwen3-emb-4b,compartment,5,0.1,4,none,answerable,recall,0.7771406215698595,0.618936877076412,0.9713235294117647,40
qwen3-emb-4b,compartment,5,0.1,4,none,unanswerable,any_hit,0.7849105272575684,0.7729856429463171,0.7953243201000312,40
qwen3-emb-4b,compartment,5,0.1,4,none,unanswerable,authorized,0.004056787366564083,0.0,0.009221683105313377,40
qwen3-emb-4b,compartment,5,0.1,4,none,unanswerable,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,none,unanswerable,leaked,4.839365767623663,4.650749739786625,4.960034724830758,40
qwen3-emb-4b,compartment,5,0.1,4,none,unanswerable,recall,0.714822829453496,0.702691250520183,0.7231490092389983,40
qwen3-emb-4b,compartment,5,0.1,4,part,all,authorized,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,all,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,all,leaked,0.0,0.0,0.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,all,recall,0.06630333333333334,0.008966666666666666,0.1314583333333333,40
qwen3-emb-4b,compartment,5,0.1,4,part,answerable,any_hit,0.8985012030058712,0.7207641196013288,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,answerable,authorized,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,answerable,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,answerable,leaked,0.0,0.0,0.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,answerable,recall,0.8413439969038319,0.6547342192691029,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,unanswerable,any_hit,0.004709680552290864,0.0,0.011980277185501062,40
qwen3-emb-4b,compartment,5,0.1,4,part,unanswerable,authorized,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,unanswerable,context_size,5.0,5.0,5.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,unanswerable,leaked,0.0,0.0,0.0,40
qwen3-emb-4b,compartment,5,0.1,4,part,unanswerable,recall,0.001918772083146749,0.0,0.00558102345415778,40
qwen3-emb-4b,compartment,5,0.1,4,post,all,authorized,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,post,all,context_size,0.43665000000000004,0.0818,0.9303999999999998,40
qwen3-emb-4b,compartment,5,0.1,4,post,all,leaked,0.0,0.0,0.0,40
qwen3-emb-4b,compartment,5,0.1,4,post,all,recall,0.06222416666666667,0.007925,0.1274083333333333,40
qwen3-emb-4b,compartment,5,0.1,4,post,answerable,any_hit,0.8314980896729882,0.6642857142857143,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,post,answerable,authorized,1.0,1.0,1.0,40
qwen3-emb-4b,compartment,5,0.1,4,post,answerable,context_size,3.6184256909696684,2.658333333333333,4.2,40
qwen3-emb-4b,compartment,5,0.1,4,post,answerable,leaked,0.0,0.0,0.0,40
