track,arm,generator,n,pct_query_rewritten,agent_recall@1,question_recall@1,delta_recall@1,agent_recall@3,question_recall@3,delta_recall@3,agent_recall@5,question_recall@5,delta_recall@5,agent_mrr,question_mrr,delta_mrr,delta_recall@5_lo,delta_recall@5_hi,delta_recall@5_p
obliqa,a8,llama3.1_8b,500,1.0,0.3544,0.5235,-0.16909999999999997,0.5115666666666666,0.6852333333333334,-0.17366666666666675,0.5829,0.7245666666666666,-0.1416666666666666,0.4875333333333333,0.6682333333333333,-0.18070000000000003,-0.17483333333333334,-0.109,0.0
obliqa,a8,qwen3_8b,499,1.0,0.3878423513694055,0.5225450901803608,-0.1347027388109553,0.5628590514362057,0.6846025384101536,-0.12174348697394788,0.6289913159652639,0.7240146960587842,-0.0950233800935203,0.530060120240481,0.6675684702738811,-0.13750835003340012,-0.12492067468269875,-0.06613226452905811,0.0
obliqa,a8c,llama3.1_8b,500,0.0,0.5235,0.5235,0.0,0.6852333333333334,0.6852333333333334,0.0,0.7245666666666666,0.7245666666666666,0.0,0.6682333333333333,0.6682333333333333,0.0,0.0,0.0,2.0
obliqa,a8c,qwen3_8b,500,0.0,0.5235,0.5235,0.0,0.6852333333333334,0.6852333333333334,0.0,0.7245666666666666,0.7245666666666666,0.0,0.6682333333333333,0.6682333333333333,0.0,0.0,0.0,2.0
